,u,v,adamic_adar
91956,worried,behavioral research,0.254334778144
91970,worried,vaccine-autism link,0.254334778144
91974,worried,recommended vaccine schedule,0.254334778144
91976,worried,cancer,0.254334778144
91979,worried,community,0.254334778144
91995,worried,measles,0.254334778144
92018,worried,Mina study,0.254334778144
92025,worried,daughters,0.254334778144
92055,worried,personal belief reasons,0.254334778144
92068,worried,side effects,0.254334778144
92073,worried,vaccine delay,0.254334778144
92086,worried,measles vaccine,0.254334778144
92087,worried,developmental disability,0.254334778144
92088,worried,infectious disease,0.254334778144
92119,worried,religious beliefs,0.254334778144
92131,worried,vaccine success,0.254334778144
92146,worried,autism,0.254334778144
92149,worried,SB 277,0.254334778144
92154,worried,driving factors,0.254334778144
92155,worried,sexually active,0.254334778144
92158,worried,sense of urgency,0.254334778144
92171,worried,friends,0.254334778144
92174,worried,scheduled appointment,0.254334778144
92181,worried,Tdap vaccine,0.254334778144
92193,parental rights,vaccine-free day care centres,0.254334778144
92215,parental rights,Gardasil,0.254334778144
92224,parental rights,Washington State public-private pilot program,0.254334778144
92227,parental rights,Dr. Adams,0.254334778144
92233,parental rights,legitimate reasons,0.254334778144
92241,parental rights,compromise,0.254334778144
92244,parental rights,vaccine hesitancy,0.254334778144
92247,parental rights,uninformed,0.254334778144
92248,parental rights,doctors,0.254334778144
92261,parental rights,childcare,0.254334778144
92280,parental rights,medical exemption,0.254334778144
92288,parental rights,peers,0.254334778144
92292,parental rights,personal belief exemption,0.254334778144
92305,parental rights,delaying Gardasil,0.254334778144
92314,parental rights,public health,1.44269504089
92338,parental rights,vaccine refusal,0.254334778144
92348,parental rights,vaccines,0.254334778144
92350,parental rights,behavioral research,0.254334778144
92364,parental rights,vaccine-autism link,0.254334778144
92368,parental rights,recommended vaccine schedule,0.254334778144
92370,parental rights,cancer,0.254334778144
92373,parental rights,community,0.254334778144
92389,parental rights,measles,0.254334778144
92412,parental rights,Mina study,0.254334778144
92419,parental rights,daughters,0.254334778144
92449,parental rights,personal belief reasons,0.254334778144
92462,parental rights,side effects,0.254334778144
92467,parental rights,vaccine delay,0.254334778144
92480,parental rights,measles vaccine,0.254334778144
92481,parental rights,developmental disability,0.254334778144
92482,parental rights,infectious disease,0.254334778144
92513,parental rights,religious beliefs,0.254334778144
92525,parental rights,vaccine success,0.254334778144
92540,parental rights,autism,0.254334778144
92543,parental rights,SB 277,0.254334778144
92547,parental rights,driving factors,0.254334778144
92548,parental rights,sexually active,0.254334778144
92551,parental rights,sense of urgency,0.254334778144
92564,parental rights,friends,0.254334778144
92567,parental rights,scheduled appointment,0.254334778144
92574,parental rights,Tdap vaccine,0.254334778144
92581,health officials,religious groups,0.389871245251
92582,health officials,preventing cancer,0.3001016285
92583,health officials,reduction in HPV,0.3001016285
92584,health officials,bad news,0.261189256564
92597,health officials,research,0.261189256564
92599,health officials,women without previous HPV,0.3001016285
92602,health officials,parental responsibility,0.360673760222
92605,health officials,United States,0.561290885065
92613,health officials,threat,0.261189256564
92614,health officials,state legislatures,0.389871245251
92615,health officials,Prabhupada Village,0.261189256564
92617,health officials,women previously exposed to HPV,0.3001016285
92620,health officials,genital warts,0.3001016285
92624,health officials,seizures,0.261189256564
92630,health officials,girls,0.3001016285
92633,health officials,compromise,0.389871245251
92634,health officials,Disneyland,0.261189256564
92639,health officials,uninformed,0.389871245251
92644,health officials,eliminated virus,0.261189256564
92645,health officials,pneumonia,0.261189256564
92661,health officials,policy makers,0.360673760222
92663,health officials,cervical dysplasia,0.3001016285
92674,health officials,ear infections,0.261189256564
92677,health officials,childhood disease,0.261189256564
92695,health officials,World Health Organization,0.261189256564
92704,health officials,vaccine efficacy,0.3001016285
92716,health officials,meningococcal outbreak,0.360673760222
92722,health officials,at risk,0.3001016285
92729,health officials,vaccine refusal,0.261189256564
92730,health officials,sex,0.3001016285
92739,health officials,vaccines,0.360673760222
92740,health officials,herd immunity,0.621863016786
92745,health officials,cervical cancer,0.3001016285
92751,health officials,models of disease,0.261189256564
92761,health officials,cancer,0.3001016285
92762,health officials,reasons,0.389871245251
92767,health officials,ages 11 or 12,0.3001016285
92768,health officials,deaths,0.261189256564
92770,health officials,California,0.261189256564
92777,health officials,families,0.360673760222
92778,health officials,meningitis,0.3001016285
92797,health officials,immune system,0.261189256564
92802,health officials,immunosuppression,0.261189256564
92807,health officials,state-level policies,0.261189256564
92812,health officials,multi-site protection,0.3001016285
92820,health officials,partial protection,0.3001016285
92823,health officials,unvaccinated children,0.261189256564
92829,health officials,Dutch Bible belt,0.261189256564
92830,health officials,high-risk types of HPV,0.3001016285
92835,health officials,parents,1.01173426204
92836,health officials,rubella elimination,0.261189256564
92838,health officials,anti-vaccine eugenics community,0.261189256564
92840,health officials,vaccine-preventable diseases,0.261189256564
92842,health officials,victims,0.261189256564
92860,health officials,vaccination rate,0.360673760222
92869,health officials,religion,0.261189256564
92877,health officials,preventable disease,0.261189256564
92895,health officials,childhood mortality,0.261189256564
92896,health officials,Eagle Mountain International Church,0.261189256564
92898,health officials,health benefits,0.3001016285
92900,health officials,vaccination,0.621863016786
92908,health officials,pro-vaccination,0.360673760222
92909,health officials,boys,0.3001016285
92918,health officials,interventions,0.261189256564
92931,health officials,SB 277,0.389871245251
92936,health officials,driving factors,0.360673760222
92938,health officials,immunity,0.261189256564
92946,health officials,HPV infection,0.3001016285
92958,health officials,Netherlands Reformed Congregation,0.261189256564
92959,health officials,immune protection,0.261189256564
92963,health officials,Tdap vaccine,0.3001016285
92965,state-level policy,social network,0.267546386419
92967,state-level policy,social norms,0.267546386419
92970,state-level policy,religious groups,0.267546386419
93066,state-level policy,childhood disease,0.267546386419
93074,state-level policy,disease,0.267546386419
93075,state-level policy,mental disorders,0.267546386419
93087,state-level policy,autism risk,0.267546386419
93122,state-level policy,Jehovah's Witnesses,0.267546386419
93125,state-level policy,voluntary,0.267546386419
93130,state-level policy,herd immunity,0.267546386419
93154,state-level policy,community,0.267546386419
93165,state-level policy,Islamic principles,0.267546386419
93170,state-level policy,measles,0.267546386419
93179,state-level policy,hospitalizations,0.267546386419
93202,state-level policy,protect the kid next to you,0.267546386419
93226,state-level policy,whooping cough,0.267546386419
93232,state-level policy,vaccine-preventable diseases,0.267546386419
93248,state-level policy,Dutch reformed churches,0.267546386419
93261,state-level policy,religion,0.267546386419
93264,state-level policy,infectious disease,0.267546386419
93270,state-level policy,children with cancer,0.267546386419
93287,state-level policy,childhood mortality,0.267546386419
93292,state-level policy,outbreaks,0.267546386419
93310,state-level policy,deaths,0.267546386419
93315,state-level policy,sibling,0.267546386419
93362,activism,religious groups,0.30692767643
93368,activism,vaccine-free day care centres,0.30692767643
93430,activism,argument,0.30692767643
93431,activism,conspiracy,0.62133493456
93461,activism,consequences,0.30692767643
93480,activism,money,0.30692767643
93526,activism,we,0.30692767643
93535,activism,vaccine-autism link,0.30692767643
93538,activism,vaccines cause autism,0.62133493456
93558,activism,families,0.30692767643
93607,activism,vaccines cause neurological problems,0.62133493456
93634,activism,side effects,0.30692767643
93651,activism,religion,0.30692767643
93653,activism,developmental disability,0.30692767643
93678,activism,Eagle Mountain International Church,0.30692767643
93708,activism,vaccine mandates,0.30692767643
93711,activism,autism,0.30692767643
93714,activism,SB 277,0.30692767643
93728,activism,time,0.30692767643
93756,research,bad news,0.261189256564
93775,research,United States,0.261189256564
93780,research,benefits,0.333808200695
93782,research,anti-vaccination,0.328458738753
93783,research,threat,0.261189256564
93785,research,Prabhupada Village,0.261189256564
93794,research,seizures,0.261189256564
93799,research,pneumonia deaths,0.333808200695
93804,research,Disneyland,0.261189256564
93814,research,eliminated virus,0.261189256564
93815,research,pneumonia,0.261189256564
93821,research,argument,0.328458738753
93844,research,ear infections,0.261189256564
93847,research,childhood disease,0.261189256564
93851,research,reduction in child mortality,0.333808200695
93864,research,fear,0.328458738753
93866,research,World Health Organization,0.261189256564
93876,research,public health,0.328458738753
93890,research,opportunistic infections,0.333808200695
93900,research,vaccine refusal,0.261189256564
93907,research,William Moss,0.333808200695
93909,research,diarrhea deaths,0.333808200695
93911,research,herd immunity,0.261189256564
93922,research,models of disease,0.261189256564
93926,research,scientific paper,0.328458738753
93939,research,deaths,0.261189256564
93941,research,California,0.261189256564
93953,research,evidence,0.328458738753
93961,research,exist,0.328458738753
93968,research,immune system,0.261189256564
93973,research,immunosuppression,0.261189256564
93978,research,state-level policies,0.261189256564
93994,research,unvaccinated children,0.261189256564
94000,research,Dutch Bible belt,0.261189256564
94006,research,parents,0.923456196013
94007,research,rubella elimination,0.261189256564
94009,research,anti-vaccine eugenics community,0.261189256564
94011,research,vaccine-preventable diseases,0.261189256564
94013,research,victims,0.261189256564
